3 Days to Kill,"Action,Drama,Thriller",2014,117,6.2
Lucky Number Slevin,"Crime,Drama,Mystery",2006,110,7.8
Trance,"Crime,Drama,Mystery",2013,101,7
Into the Forest,"Drama,Sci-Fi,Thriller",2015,101,5.9
The Other Boleyn Girl,"Biography,Drama,History",2008,115,6.7
I Spit on Your Grave,"Crime,Horror,Thriller",2010,108,6.3
Custody,Drama,2016,104,6.9
Inland Empire,"Drama,Mystery,Thriller",2006,180,7
The Odyssey,"Adventure,Biography",2016,122,6.7
The Walk,"Adventure,Biography,Crime",2015,123,7.3
Wrecker,"Action,Horror,Thriller",2015,83,3.5
The Lone Ranger,"Action,Adventure,Western",2013,150,6.5
Texas Chainsaw 3D,"Horror,Thriller",2013,92,4.8
Disturbia,"Drama,Mystery,Thriller",2007,105,6.9
Rock of Ages,"Comedy,Drama,Musical",2012,123,5.9
Scream 4,"Horror,Mystery",2011,111,6.2
Queen of Katwe,"Biography,Drama,Sport",2016,124,7.4
My Big Fat Greek Wedding 2,"Comedy,Family,Romance",2016,94,6
Dark Places,"Drama,Mystery,Thriller",2015,113,6.2
Amateur Night,Comedy,2016,92,5
It's Only the End of the World,Drama,2016,97,7
The Skin I Live In,"Drama,Thriller",2011,120,7.6
Miracles from Heaven,"Biography,Drama,Family",2016,109,7
Annie,"Comedy,Drama,Family",2014,118,5.3
Across the Universe,"Drama,Fantasy,Musical",2007,133,7.4
Let's Be Cops,Comedy,2014,104,6.5
Max,"Adventure,Family",2015,111,6.8
Your Highness,"Adventure,Comedy,Fantasy",2011,102,5.6
Final Destination 5,"Horror,Thriller",2011,92,5.9
Endless Love,"Drama,Romance",2014,104,6.3
Martyrs,Horror,2008,99,7.1
Selma,"Biography,Drama,History",2014,128,7.5
Underworld: Rise of the Lycans,"Action,Adventure,Fantasy",2009,92,6.6
Taare Zameen Par,"Drama,Family,Music",2007,165,8.5
Take Me Home Tonight,"Comedy,Drama,Romance",2011,97,6.3
Resident Evil: Afterlife,"Action,Adventure,Horror",2010,97,5.9
Project X,Comedy,2012,88,6.7
Secret in Their Eyes,"Crime,Drama,Mystery",2015,111,6.2
Hostel: Part II,Horror,2007,94,5.5
Step Up 2: The Streets,"Drama,Music,Romance",2008,98,6.2
Search Party,"Adventure,Comedy",2014,93,5.6
Nine Lives,"Comedy,Family,Fantasy",2016,87,5.3
